Title,Authors,Contributors,ISBN/UID,Format,Read Status,Date Added,Last Date Read,Dates Read,Read Count,Moods,Pace,Character- or Plot-Driven?,Strong Character Development?,Loveable Characters?,Diverse Characters?,Flawed Characters?,Star Rating,Review,Content Warnings,Content Warning Description,Tags,Owned?
I Left My Homework in the Hamptons: What I Learned Teaching the Children of the One Percent,Blythe Grossberg,"",9781335775535,hardcover,read,2021/10/05,2021/10/09,2021/10/09,1,"",,,,,,,4.0,,"",,"",No
"Katherine of Aragon, the True Queen",Alison Weir,"",9781101966495,digital,read,2025/03/17,"","",1,"",,,,,,,,,"",,"",Yes
Sense and Sensibility,Jane Austen,"",9780141040370,hardcover,read,2025/03/11,"","",1,"",,,,,,,,,"",,"",Yes
Darkly Dreaming Dexter,Jeff Lindsay,"",B002VHI8HC,digital,read,2011/04/09,"","",1,"",,,,,,,4.0,,"",,"",No
Parker Girls #9,Terry Moore,"","",paperback,read,2023/10/10,2023/08/15,2023/08/15,1,"",,,,,,,,,"",,"",Yes
Life After God,Douglas Coupland,"",9780671874346,paperback,read,2011/04/09,"","",1,"",,,,,,,2.0,,"",,"",Yes
Word Smart,Adam Robinson,"",9780679745891,paperback,read,2011/04/09,"","",1,"",,,,,,,3.0,,"",,"",Yes
Island of the Blue Dolphins,Scott O'Dell,"",9780440439882,paperback,read,2013/02/22,"","",1,"",,,,,,,5.0,,"",,"",No
UnSouled,Neal Shusterman,"","",hardcover,read,2023/10/23,2023/10/25,2023/10/25,1,"",,,,,,,4.0,,"",,"",Yes
To Kill a Mockingbird,Harper Lee,"",44508376150,paperback,read,2011/12/22,"","",1,"",,,,,,,4.0,,"",,"",No
A Dangerous Inheritance,Alison Weir,"",9781448136452,digital,read,2025/03/17,2025/08/06,2025/07/31-2025/08/06,2,"",,,,,,,,,"",,"",Yes
Boleyn Traitor,Philippa Gregory,"",9780063439665,digital,read,2025/12/02,2025/12/08,2025/12/02-2025/12/08,1,"",,"","","","","",2.5,"","","","",Yes
The Long Walk,"Stephen King, Richard Bachman","",9780451196712,paperback,read,2012/06/25,2012/06/20,2012/06/20,1,"",,,,,,,4.0,,"",,"",No
Doctor Sleep,Stephen King,"",9781476727653,hardcover,read,2019/12/05,2025/12/01,"2025/11/28-2025/12/01, 2019/12/06",3,"",,,,,,,5.0,,"",,"",Yes
Needful Things: The Last Castle Rock Story,Stephen King,"",0451172817,paperback,read,2012/07/20,2012/07/22,2012/07/22,2,"",,,,,,,4.0,,"",,"",Yes
A Game of Thrones,George R.R. Martin,"","",paperback,read,2014/06/16,2016/05/09,2016/05/09,3,"",,,,,,,5.0,6th,"",,"",Yes
The Odyssey,Homer,"","",hardcover,read,2017/09/21,"","",1,"",,,,,,,,,"",,"",No
Fire and Fury: Inside the Trump White House,Michael Wolff,"",9781250158062,hardcover,read,2018/01/06,2018/01/09,2018/01/09,1,"",,,,,,,3.0,,"",,"",Yes
The Red Badge of Courage,Stephen Crane,"",9781904633334,hardcover,read,2020/01/19,"","",1,"",,,,,,,,,"",,"",No
A Game of Thrones,George R.R. Martin,"",0553573403,paperback,read,2021/04/18,"","",1,"",,,,,,,5.0,,"",,"",Yes
"The Walking Dead, Vol. 5: The Best Defense",Robert Kirkman,"",9781607065371,digital,read,2011/12/21,2011/12/20,2011/12/20,1,"",,,,,,,3.0,,"",,"",No
Gerald's Game,Stephen King,"",9780831727529,hardcover,read,2011/04/12,"","",1,"",,,,,,,2.0,,"",,"",No
Allegiant,Veronica Roth,"","",digital,read,2025/03/17,"","",1,"",,,,,,,,,"",,"",Yes
The Passionate Tudor,Alison Weir,"",9780593355114,digital,read,2024/05/29,2024/06/13,2024/06/13,2,"",,,,,,,4.0,,"",,"",Yes
The Boleyn Inheritance,Philippa Gregory,"",9780743272506,hardcover,read,2011/04/09,2022/08/06,2022/08/06,7,"",,,,,,,3.0,,"",,"",Yes
A Game of Thrones,George R.R. Martin,"","",digital,read,2025/03/17,"","",1,"",,,,,,,,,"",,"",Yes
The White Queen,Philippa Gregory,"",9781416563914,digital,read,2025/03/17,"","",1,"",,,,,,,,,"",,"",Yes
Fangs,Sarah Andersen,"",9781524860677,hardcover,read,2021/06/12,2021/06/12,2021/06/12,1,"",,,,,,,5.0,,"",,"",Yes
The Mental Floss History of the United States: The (Almost) Complete and (Entirely) Entertaining Story of America,"Mangesh Hattikudur, Will Pearson, Erik Sass","",9780061928222,hardcover,paused,2013/03/22,"","",0,"",,,,,,,,,"",,"",Yes
The Marriage Game: A Novel of Queen Elizabeth I,Alison Weir,"","",digital,read,2025/03/17,"","",1,"",,,,,,,,,"",,"",Yes
One Day in the Life of Ivan Denisovich,"Aleksandr Solzhenitsyn, Aleksandr Solzhenitsyn","",,paperback,read,2013/02/24,2013/02/24,2013/02/24,1,"",,,,,,,5.0,,"",,"",No
The Crucible,Arthur Miller,Christopher Bigsby (Contributor),9780142437339,paperback,read,2017/09/21,"","",1,"",,,,,,,4.0,,"",,"",No
Pretty Little Liars,Sara Shepard,"",9780606122610,paperback,read,2014/07/14,"","",1,"",,,,,,,2.0,,"",,"",Yes
The Selection,Kiera Cass,"",9780062059956,digital,read,2013/11/11,2013/11/12,2013/11/12,1,"",,,,,,,1.0,"Hunger Games meets The Bachelor meets old world royals<br><br>Not deep, but entertaining - I would have liked to have learned a great deal more about the world outside of Ilea and a bit more of the story how this monarchy was formed from the ashes of america.","",,"",Yes
The Bell Jar,Sylvia Plath,Lois Ames,9780553278354,paperback,read,2011/04/09,"","",5,"",,,,,,,4.0,,"",,"",Yes
Swell: A Girl's Guide to the Good Life,"Ilene Rosenzweig, Cynthia Rowley, Cynthia Rowley","",9780446524568,hardcover,read,2012/01/20,"","",1,"",,,,,,,3.0,,"",,"",Yes
Bridgerton Collector's Edition 1,Julia Quinn,"",9780063383609,hardcover,paused,2025/03/11,"","",0,"",,,,,,,,,"",,"",Yes
"Strangers in Paradise, Volume 11: Brave New World",Terry Moore,"",,digital,read,2011/04/10,2025/03/14,2025/03/14-2025/03/14,1,"",,,,,,,5.0,,"",,"",Yes
Harry Potter and the Goblet of Fire,J.K. Rowling,Mary GrandPré (Illustrator),9780439139595,hardcover,read,2011/06/16,"","",4,"",,,,,,,5.0,,"",,"",Yes
Dark Places,Gillian Flynn,"","",digital,read,2015/10/18,2015/10/19,2015/10/19,1,"",,,,,,,3.0,,"",,"",No
Heaven,V.C. Andrews,"",9780671656584,paperback,read,2013/10/07,"","",1,"",,,,,,,2.0,,"",,"",No
Roadwork,Richard Bachman,Stephen King,9780451197870,paperback,read,2012/06/27,2012/06/29,2012/06/29,1,"",,,,,,,3.0,,"",,"",No
Mary Boleyn: The Mistress of Kings,Alison Weir,"",9780345521330,hardcover,read,2011/07/27,2013/02/05,2013/02/05,1,"",,,,,,,4.0,,"",,"",Yes
The Lady in the Tower: The Fall of Anne Boleyn,Alison Weir,"",9780345453211,hardcover,read,2017/09/21,"","",1,"",,,,,,,4.0,,"",,"",Yes
The Plains of Passage,Jean M. Auel,"",0517580493,hardcover,read,2011/06/27,2016/11/05,2016/11/05,1,"",,,,,,,3.0,,"",,"",No
Messenger,Lois Lowry,"",9780385732536,paperback,read,2013/02/22,2014/08/16,2014/08/16,1,"",,,,,,,4.0,,"",,"",No
A Dance with Dragons,George R.R. Martin,"",B003YL4LYI,digital,read,2014/06/30,2015/05/04,2015/05/04,2,"",,,,,,,4.0,,"",,"",Yes
Light on Lucrezia,Jean Plaidy,"",B004E10RI6,digital,read,2025/03/06,2026/01/23,"2026/01/18-2026/01/23, 2025/03/06-2025/03/13",2,"",,,,,,,,,"",,"",Yes
Big Mushy Happy Lump,Sarah Andersen,"",9781449479619,paperback,read,2017/09/09,2017/09/09,2017/09/09,1,"",,,,,,,5.0,,"",,"",Yes
A Handbook to Literature,"C. Hugh Holman, William Harmon, William Flint Thrall","",,,read,2013/02/22,"","",1,"",,,,,,,5.0,,"",,"",Yes
The Big Bad Wolf,James Patterson,"",9780316602907,hardcover,read,2011/04/09,"","",1,"",,,,,,,3.0,,"",,"",Yes
The Boys Omnibus Vol. 6,Garth Ennis,"","",digital,read,2020/10/16,2020/10/17,2020/10/17,4,"",,,,,,,5.0,,"",,"",Yes
Falling Leaves: The Memoir of an Unwanted Chinese Daughter,Adeline Yen Mah,"",9780767903578,paperback,read,2011/04/09,"","",10,"",,,,,,,5.0,,"",,"",Yes
The Life of Elizabeth I,Alison Weir,"",9780345405333,hardcover,read,2013/01/23,2014/03/10,2014/03/10,2,"",,,,,,,5.0,,"",,"",Yes
Where the Sidewalk Ends,Shel Silverstein,Shel Silverstein (Illustrator),9780060513030,hardcover,read,2013/02/22,"","",1,"",,,,,,,4.0,,"",,"",No
Captive Queen: A Novel of Eleanor of Aquitaine,Alison Weir,"",9780345511874,hardcover,read,2011/04/10,2023/11/12,2023/11/12,4,"",,,,,,,5.0,,"",,"",Yes
The Clan of the Cave Bear,Jean M. Auel,"",9781444709858,paperback,read,2011/06/27,2025/08/17,2025/08/15-2025/08/17,4,"",,,,,,,5.0,,"",,"",Yes
From Hell,Alan Moore,Eddie Campbell (Illustrator),9781603091794,digital,read,2020/08/02,2020/08/04,2020/08/04,2,"",,,,,,,3.0,,"",,"",Yes
The Mental Floss History of the World: An Irreverent Romp through Civilization's Best Bits,Erik Sass,Steve Wiegand,9780060784775,hardcover,read,2012/10/14,2012/11/03,2012/11/03,1,"",,,,,,,4.0,,"",,"",Yes
Countdown,Mira Grant,"",9780316204484,digital,read,2015/03/12,2015/03/12,2015/03/12,3,"",,,,,,,4.0,"One of the best books in the series, alongside The Day The Dead Came To Show And Tell.","",,"",Yes
Marie Antoinette: The Journey,Antonia Fraser,"",9780385489492,paperback,paused,2025/12/28,"","",0,"",,,,,,,,,"",,"",No
Parker Girls #6,Terry Moore,"","",digital,read,2023/04/24,2023/04/24,2023/04/24,1,"",,,,,,,5.0,,"",,"",No
The Prince: Second Edition,Niccolò Machiavelli,"",0226500446,paperback,read,2025/03/17,"","",1,"",,,,,,,,,"",,"",Yes
The Boys Omnibus Vol. 4 Tp,Garth Ennis,"",9781524111403,paperback,read,2020/10/01,2020/10/02,2020/10/02,4,"",,,,,,,5.0,,"",,"",Yes
Secrets of the Tudor Court,D.L. Bogdan,"",9780758260147,digital,read,2017/11/22,2017/11/23,2017/11/23,1,"",,,,,,,3.0,,"",,"",Yes
In Cold Blood,Truman Capote,"",0679745580,paperback,read,2011/04/09,"","",5,"",,,,,,,4.0,,"",,"",Yes
The Vagabond,"Colette Gauthier-Villars, Enid McLeod",Judith Thurman (Translator),,,read,2011/04/09,"","",1,"",,,,,,,3.0,,"",,"",Yes
Different Class,Joanne Harris,"",9780385619233,hardcover,read,2018/12/20,2018/12/22,2018/12/22,1,"",,,,,,,4.0,,"",,"",No
The Kingmaker's Daughter,Philippa Gregory,"",9781410452160,hardcover,read,2012/12/18,2021/01/23,2021/01/23,3,"",,,,,,,4.0,,"",,"",Yes
The Handmaid's Tale,Margaret Atwood,"",0547345666,digital,read,2011/04/10,"","",5,"",,,,,,,5.0,,"",,"",No
Scythe,Neal Shusterman,"",9781406379242,paperback,read,2023/09/24,2023/10/03,2023/10/03,1,"",,,,,,,5.0,,"",,"",Yes
Scythe,Neal Shusterman,"",9781529512434,hardcover,read,2023/09/24,2023/10/03,2023/10/03,1,"",,,,,,,5.0,,"",,"",Yes
The Testaments,Margaret Atwood,"Derek Jacobi (Narrator), Ann Dowd (Narrator), Margaret Atwood (Narrator), Mae Whitman (Narrator), Tantoo Cardinal (Narrator), Bryce Dallas Howard (Narrator)",B07KYSPLBJ,audio,read,2020/01/19,2020/01/31,2020/01/31,1,"",,,,,,,4.0,,"",,"",No
"Queen Bees and Wannabes: Helping Your Daughter Survive Cliques, Gossip, Boyfriends, and Other Realities of Adolescence",Rosalind Wiseman,"","",paperback,read,2013/09/25,"","",1,"",,,,,,,,,"",,"",Yes
The Virgin Suicides,Jeffrey Eugenides,"",9780446670258,paperback,read,2011/04/09,"","",1,"",,,,,,,3.0,,"",,"",Yes
Cujo,Stephen King,"",9780307348241,paperback,read,2013/02/22,"","",1,"",,,,,,,3.0,,"",,"",No
Ethan Frome,Edith Wharton,"",9798653443107,paperback,read,2013/02/17,2015/06/10,2015/06/10,1,"",,,,,,,4.0,,"",,"",No
Thinner,Richard Bachman,"",9780453004688,hardcover,read,2012/01/16,"","",1,"",,,,,,,2.0,,"",,"",Yes
The Boys: Dear Becky,Garth Ennis,"",9781524119904,paperback,read,2022/06/24,2022/06/25,2022/06/25,2,"",,,,,,,5.0,,"",,"",No
The Stand,Stephen King,"",9780451169532,paperback,read,2011/04/09,"","",9,"",,,,,,,5.0,,"",,"",No
Harry Potter and the Deathly Hallows,J.K. Rowling,Mary GrandPré (Illustrator),9780545010221,hardcover,read,2025/03/03,"","",1,"",,,,,,,,,"",,"",Yes
Night,Elie Wiesel,Marion Wiesel (Translator),9780374399979,hardcover,read,2011/04/09,"","",1,"",,,,,,,4.0,,"",,"",Yes
Fahrenheit 451,Ray Bradbury,"",9786303219110,hardcover,read,2011/04/09,"","",8,"",,,,,,,4.0,,"",,"",No
The Italian Woman: A Catherine de' Medici Novel,Jean Plaidy,"",9781451686531,digital,read,2016/03/30,2016/04/19,2016/04/19,3,"",,,,,,,4.0,,"",,"",Yes
The Walking Dead: Compendium 2,Robert Kirkman,"",9781607065968,paperback,read,2014/04/15,2014/04/18,2014/04/18,1,"",,,,,,,4.0,,"",,"",Yes
The King's Mother: Book Three of The Beaufort Chronicle,Judith Arnopp,"",,digital,read,2019/05/23,2019/05/27,2019/05/27,1,"",,,,,,,,,"",,"",No
The Circle,Dave Eggers,"",9780345808585,hardcover,read,2025/03/03,2026/01/03,2025/11/30-2026/01/03,2,"",,,,,,,,,"",,"",Yes
The Strain,Guillermo del Toro,Chuck Hogan,9780061882333,digital,read,2014/09/30,2014/10/03,2014/10/03,1,"",,,,,,,3.0,,"",,"",Yes
The Confessions of Catherine de Medici,C.W. Gortner,"",9780345521941,digital,read,2025/03/16,"","",2,"",,,,,,,,,"",,"",Yes
The Wise Woman,Philippa Gregory,"",9781439101995,,read,2017/01/04,2017/01/06,2017/01/06,1,"",,,,,,,1.0,"WORST BOOK I HAVE EVER READ SPURRED ME TO WRITE MY 1ST REVIEW:<br>wow.  let me say first that the ending of this book is like a bucket of ice water on a freezing day - painful and out of nowhere. FYI: This book reads more like a BAD pulp novel than anything and makes the Wideacre sex scenes seem virginal - there is violent sex, a threesome, &amp; rape.<br><br>I've read nearly everything by PG and while she's awful when it comes to historical accuracy, her novels are undoubtedly entertaining. This book isn't even as darkly entertaining as her Wideacre series, its just awful in its execution.  I read this book only because the bad reviews for that series made me consider that this might be in the ""so bad its good"" category along with it.<br><br>The novel suffers from a disjointed narrative that seems to span years yet only covers 10 months in the life of a runaway nun named Alys, fleeing the destruction of her abbey under the reign of Henry VIII.  She flees to her foster mother but desires the relative luxury of the abbey to peasant life.  This desire for luxury coupled with a desire for security drives her throughout the novel to commit greater and greater transgressions from her vows.  However, she changes course so often as to give you whiplash, going from trying to maintain her vows to lusting after clothes, food, wine, and sex and back again.  I suppose PG meant this to feel more like an internal struggle of faith v. worldliness but it was handled so badly that it just feels heavy handed. Predictably, Alys' past catches up to her and she must deal with seeing a mentor suffer under the king's heresy laws.  The books ends so abruptly after this confrontation, and with what starts off sounding like a dream (in italics) ends before you realize it.<br><br>Without doubt the worst of PG's books, no finesse and no inspiration.","",,"",Yes
The Vatican Princess: A Novel of Lucrezia Borgia,C.W. Gortner,"",9780345533982,digital,read,2016/02/16,2025/03/02,"2025/02/27-2025/03/02, 2016/02/21",6,"",,,,,,,4.0,,"",,"",Yes
The Princes in the Tower,Alison Weir,"",9780345383723,hardcover,read,2011/07/27,2011/10/10,2011/10/10,1,"",,,,,,,4.0,,"",,"",Yes
Madonna of the Seven Hills,Jean Plaidy,"","",digital,read,2025/03/03,2026/01/18,"2026/01/16-2026/01/18, 2025/03/02-2025/03/06",2,"",,,,,,,,,"",,"",Yes
It,Stephen King,"",9781501182099,hardcover,read,2013/02/22,2025/12/19,"2025/11/18-2025/12/19, 2019/09/21",2,"",,,,,,,4.0,,"",,"",Yes
The Auction,Elci North,"",B09S8B2SJD,digital,read,2024/02/18,2024/02/22,2024/02/22,1,"",,,,,,,3.0,,"",,"",Yes
The Constant Princess,Philippa Gregory,"",9780743272490,paperback,read,2011/04/09,2025/07/29,"2025/06/28-2025/07/29, 2020/01/29",4,"",,,,,,,3.0,,"",,"",Yes
"The Walking Dead, Vol. 3: Safety Behind Bars",Robert Kirkman,"Charlie Adlard, Cliff Rathburn",9781582404875,paperback,read,2011/12/11,2011/12/10,2011/12/10,1,"",,,,,,,3.0,,"",,"",No
Galatea,Madeline Miller,"",9780063280519,hardcover,read,2023/08/21,2023/09/25,2023/09/25,1,"",,,,,,,5.0,,"",,"",Yes
Siddhartha,Hermann Hesse,Hilda Rosner (Translator),9780553208849,paperback,read,2011/04/09,"","",1,"",,,,,,,4.0,,"",,"",Yes
Written on the Body,Jeanette Winterson,"",9780679744474,paperback,read,2011/04/10,"","",2,"",,,,,,,3.0,,"",,"",Yes
Fire & Blood,George R.R. Martin,Doug Wheatley (Illustrator),9781524796280,hardcover,read,2021/10/07,2024/08/01,2024/08/01,1,"",,,,,,,4.0,,"",,"",Yes
Rise: A Newsflesh Collection,Mira Grant,"",9780316309530,paperback,read,2021/03/17,2021/03/24,2021/03/24,1,"",,,,,,,5.0,,"",,"",Yes
Henry VIII: The King and His Court,Alison Weir,"",9780345436597,hardcover,read,2011/07/27,2013/01/10,2013/01/10,1,"",,,,,,,5.0,,"",,"",Yes
Gossip Girl,Cecily von Ziegesar,"",9780316910330,paperback,read,2011/04/09,"","",1,"",,,,,,,2.0,,"",,"",No
Skeleton Crew,Stephen King,"",9781101138106,digital,read,2014/08/13,"","",1,"",,,,,,,,,"",,"",Yes
The Good Samaritan,John Marrs,"",9781542046633,paperback,read,2025/04/08,2025/04/10,2025/04/08-2025/04/10,1,"",,,,,,,,,"",,"",No
A Storm of Swords,George R.R. Martin,"","",digital,read,2025/03/17,"","",1,"",,,,,,,,,"",,"",Yes
Heaven,V.C. Andrews,"",9781508264569,audio,read,2013/10/07,"","",1,"",,,,,,,2.0,,"",,"",No
Captive Queen,Alison Weir,"","",digital,read,2025/03/17,"","",1,"",,,,,,,,,"",,"",Yes
Shopaholic and Sister,Sophie Kinsella,"",9780440241911,paperback,read,2013/02/22,"","",1,"",,,,,,,3.0,,"",,"",No
"Superfreakonomics: Global Cooling, Patriotic Prostitutes, and Why Suicide Bombers Should Buy Life Insurance","Steven D. Levitt, Stephen J. Dubner","",9780060889579,hardcover,read,2011/06/16,2011/06/20,2011/06/20,1,"",,,,,,,2.0,,"",,"",No
Bridget Jones's Diary,Helen Fielding,"",9780140280098,paperback,read,2013/02/22,"","",1,"",,,,,,,3.0,,"",,"",No
"Three Sisters, Three Queens",Philippa Gregory,"",9781471159466,paperback,read,2017/01/27,2017/01/31,2017/01/31,2,"",,,,,,,3.0,,"",,"",Yes
The Bachman Books: Four Early Novels by Stephen King,"Stephen King, Richard Bachman","",9780453005074,hardcover,read,2011/04/09,2019/10/04,2019/10/04,1,"",,,,,,,5.0,,"",,"",Yes
Harry Potter and the Sorcerer's Stone,J.K. Rowling,"",1338878929,paperback,read,2011/04/09,"","",4,"",,,,,,,5.0,,"",,"",Yes
The Mammoth Hunters,Jean M. Auel,"",B00466HQ5G,digital,read,2011/06/27,2016/10/21,2016/10/21,1,"",,,,,,,3.0,,"",,"",Yes
Everglades,Mira Grant,"","",digital,read,2023/04/03,2023/04/03,2023/04/03,1,"",,,,,,,5.0,,"",,"",No
'Salem's Lot,Stephen King,"",9780450031069,paperback,read,2013/10/07,"","",1,"",,,,,,,2.0,,"",,"",No
The Duke and I: The 2nd Epilogue,Julia Quinn,"",9781405528726,digital,read,2024/07/16,2024/07/16,2024/07/16,2,"",,,,,,,4.0,,"",,"",No
Blackout,Mira Grant,"",B008XHIIG0,digital,read,2015/09/18,2015/09/21,2015/09/21,3,"",,,,,,,4.0,,"",,"",Yes
Divergent,Veronica Roth,"",9780062077011,digital,read,2013/07/26,"","",2,"",,,,,,,1.0,,"",,"",Yes
The Last of Us: American Dreams,Neil Druckmann,"Rachelle Rosenberg, Faith Erin Hicks",9781621158134,digital,read,2023/02/17,2023/02/17,2023/02/17,1,"",,,,,,,5.0,,"",,"",Yes
The Housemaid's Secret,Freida McFadden,"",9781837901319,digital,read,2026/03/02,2026/03/02,2026/03/01-2026/03/02,1,"",,,,,,,,,"",,"",Yes
Web of Dreams,V.C. Andrews,"",9781439187814,digital,read,2013/10/07,2025/09/15,2025/09/12-2025/09/15,2,"",,,,,,,2.0,,"",,"",Yes
The Valley of Horses,Jean M. Auel,"",9780340824436,paperback,read,2011/06/27,"","",4,"",,,,,,,4.0,,"",,"",No
King Lear,William Shakespeare,"",9798562133076,paperback,read,2013/02/22,"","",1,"",,,,,,,4.0,,"",,"",No
Adulthood Is a Myth,Sarah Andersen,"",9781449474195,paperback,read,2018/04/05,2016/03/15,2016/03/15,2,"",,,,,,,5.0,,"",,"",Yes
Parker Girls #7,Terry Moore,"","",digital,read,2023/05/04,2023/05/04,2023/05/04,1,"",,,,,,,5.0,,"",,"",No
The Favored Child,Philippa Gregory,"",9781439103401,digital,read,2015/11/22,2025/09/05,"2025/09/03-2025/09/05, 2015/11/25",5,"",,,,,,,5.0,,"",,"",Yes
Anne Boleyn: A King's Obsession,Alison Weir,"",9781101966518,hardcover,read,2017/05/16,2017/05/23,2017/05/23,6,"",,,,,,,4.0,,"",,"",Yes
The Toll,Neal Shusterman,"",9781481497060,hardcover,read,2023/10/08,2023/10/11,2023/10/11,1,"",,,,,,,5.0,,"",,"",Yes
Serena,Ron Rash,"",9780061712272,digital,read,2014/09/14,2014/10/05,2014/10/05,2,"",,,,,,,5.0,,"",,"",Yes
"My Sister, the Serial Killer",Oyinkan Braithwaite,"","",digital,read,2019/12/06,2019/12/06,2019/12/06,1,"",,,,,,,2.0,,"",,"",No
The Red Queen,Philippa Gregory,"",9781416563938,digital,read,2011/04/12,2025/06/16,"2025/06/15-2025/06/16, 2011/05/04",4,"",,,,,,,3.0,,"",,"",Yes
The Virgin's Lover,Philippa Gregory,"",9780743275347,digital,read,2011/08/12,2025/08/13,2025/08/09-2025/08/13,1,"",,,,,,,4.0,,"",,"",Yes
A Rose for the Crown,Anne Easter Smith,"",9781439144497,digital,read,2025/03/17,"","",1,"",,,,,,,,,"",,"",Yes
"The Complete Strangers in Paradise, Volume 1",Terry Moore,"",9781892597052,hardcover,read,2011/04/10,2025/03/13,2025/03/13-2025/03/13,2,"",,,,,,,5.0,,"",,"",Yes
A Wrinkle in Time Trilogy,Madeleine L'Engle,"",9781250003430,paperback,read,2018/03/20,"","",1,"",,,,,,,,,"",,"",No
Strangers In Paradise XXV Omnibus,"Steve Hamaker, Terry Moore","","",hardcover,read,2020/07/14,2020/07/15,2020/07/15,2,"",,,,,,,5.0,,"",,"",Yes
"Y: The Last Man, Vol. 2: Cycles","José Marzán Jr., Pia Guerra, Brian K. Vaughan","",9781401236212,digital,read,2025/03/17,"","",1,"",,,,,,,,,"",,"",No
The Shining,Stephen King,"",0385121679,hardcover,read,2013/02/17,2014/02/10,2014/02/10,2,"",,,,,,,5.0,,"",,"",Yes
30 Days of Night Vol. 1,"Steve Niles, Ben Templesmith","",9781613772645,digital,read,2020/10/21,2020/10/21,2020/10/21,1,"",,,,,,,2.0,,"",,"",No
The Beaufort Bride: The Life of Margaret Beaufort,Judith Arnopp,"",B01CNPIS1W,digital,read,2018/03/07,2018/03/08,2018/03/08,1,"",,,,,,,3.0,,"",,"",No
Lightning Strikes,V.C. Andrews,"",9780671007690,paperback,read,2013/10/07,"","",1,"",,,,,,,2.0,,"",,"",No
"Strangers in Paradise, Volume 6: High School",Terry Moore,"",9781892597076,paperback,read,2011/04/10,2025/03/14,2025/03/14,2,"",,,,,,,5.0,,"",,"",Yes
The Color of Water: A Black Man's Tribute to His White Mother,James McBride,"",9781573225786,paperback,read,2011/04/09,"","",1,"",,,,,,,4.0,,"",,"",Yes
"Mistress of the Monarchy: The Life of Katherine Swynford, Duchess of Lancaster",Alison Weir,"",9780345453235,hardcover,paused,2020/01/29,2025/03/09,2025/03/09,1,"",,,,,,,,,"",,"",Yes
The 5th Horseman,James Patterson,Maxine Paetro,9780446699310,paperback,read,2011/04/09,"","",1,"",,,,,,,2.0,,"",,"",No
Pride and Prejudice,Jane Austen,"","",hardcover,read,2020/01/19,"","",1,"",,,,,,,,,"",,"",Yes
The Fall,Guillermo del Toro,"",9780007328604,digital,read,2014/10/03,2014/10/05,2014/10/05,1,"",,,,,,,3.0,,"",,"",Yes
The Nanny Diaries,"Emma McLaughlin, Nicola Kraus","","",digital,read,2021/08/30,2021/09/01,2021/09/01,1,"",,,,,,,4.0,,"",,"",Yes
"Oh, the Places You'll Go!",Dr. Seuss,"",9780679805274,hardcover,read,2020/01/19,"","",1,"",,,,,,,,,"",,"",No
Serial #9,Terry Moore,"","",digital,read,2021/12/24,2021/12/24,2021/12/24,1,"",,,,,,,5.0,,"",,"",Yes
Madame Serpent,Jean Plaidy,"",B004EYSXNO,digital,read,2014/11/01,2016/03/26,2016/03/26,3,"",,,,,,,4.0,,"",,"",Yes
Apocalypse Scenario #683: The Box,Mira Grant,"","",digital,read,2021/03/21,2021/03/21,2021/03/21,2,"",,,,,,,4.0,,"",,"",Yes
The Tudor Conspiracy,C.W. Gortner,"",9781250010957,digital,read,2014/09/13,2014/09/17,2014/09/17,1,"",,,,,,,2.0,,"",,"",No
Baby Teeth,Zoje Stage,"",B076ZTC4GQ,digital,read,2018/07/28,2018/07/29,2018/07/29,1,"",,,,,,,2.0,THE ENDING IS A COMPLETE WTF,"",,"",Yes
Cor Rotto: A Novel of Catherine Carey,Adrienne Dillard,"",B0BLGDC61Z,digital,read,2015/04/11,2025/08/09,"2025/08/06-2025/08/09, 2015/04/12",4,"",,,,,,,3.0,,"",,"",Yes
The Lover,Marguerite Duras,"",0060975210,,read,2011/04/09,"","",1,"",,,,,,,2.0,,"",,"",Yes
Arrowsmith,"Sinclair Lewis, Mark Schorer","",9780451522252,paperback,read,2011/04/09,"","",1,"",,,,,,,2.0,,"",,"",Yes
Y: The Last Man - The Deluxe Edition Book Three,"José Marzán Jr., Pia Guerra, Clem Robins, Brian K. Vaughan, Goran Sudžuka","","",paperback,read,2025/03/17,"","",1,"",,,,,,,,,"",,"",Yes
The Queen's Fool,Philippa Gregory,"",9780007932733,,read,2011/06/16,2011/05/20,2011/05/20,1,"",,,,,,,4.0,,"",,"",No
Different Class,Joanne Harris,"",9781409030935,digital,read,2018/12/20,2018/12/22,2018/12/22,1,"",,,,,,,4.0,,"",,"",Yes
